year,team,seed,opponent,win,win_margin,previous_tournament,tournament_two_years_back,win percent,wins_in_last_10,percent_of_wins_away,coach_tenure,total_seasons_coaching,coach_final_fours,coach_championships,coach_NBA_draft_picks,automatic_bid,RPI,Sagarin,SOS,Total_Games,ppg,ppg_allowed,Efficiency,Efficiency_Allowed,Rbs_Per_Game,Rbs_Per_Game_Allowed,Steals_Per_Game,Steals_Per_Game_Allowed,Blocks_Per_Game,FG_Percent,3_pt_percent,TS_percent,free_throw_rate,assists_per_game,freshmen_play_time,sophomore_play_time,junior_play_time,senior_play_time,year,opponent,opp_seed,opp_previous_tournament,opp_tournament two years back,opp_win_percent,opp_wins_in_last_10,opp_percent_of_wins_away,opp_coach_tenure,opp_total_seasons_coaching,opp_coach_final_fours,opp_coach_championships,opp_coach_NBA_draft_picks,opp_automatic_bid,opp_RPI,opp_Sagarin,opp_SOS,opp_Total_Games,opp_Points_Scored_Per_Game,opp_Points_Allowed_Per_Game,opp_Efficiency,opp_Efficiency_Allowed,opp_Rbs_Per_Game,opp_Rbs_Per_Game_Allowed,opp_Steals_Per_Game,opp_Steals_Per_Game_Allowed,opp_Blocks_Per_Game,opp_FG_percent,opp_3_pt_percent,opp_TS_percent,opp_free_throw_rate,opp_assists_per_game,opp_freshmen_play_time,opp_sophomore_play_time,opp_junior_play_time,opp_senior_play_time,Round
2008,Gonzaga,7,davidson,0,-6,1,1,0.7575757576,8,0.36,9,9,0,0,4,0,30,29,93,33,76.48484848,63.81818182,110.2,92,40.72727273,36.12121212,7.666666667,7,4.636363636,48.5,37.5,57.7,39.7,14.5,16.8988764,19.13888889,19.77165354,19.8030303,2008,Davidson,10,1,1,0.8055555556,10,0.3793103448,19,19,0,0,0,1,35,12,129,36,77.86111111,63.16666667,113.4,92,39.05555556,36.58333333,8.055555556,5.472222222,3.166666667,46.9,36.4,56.7,26,17.1,3.931034483,16.60869565,19.75308642,26.31775701,1
2008,Miami (FL),7,st marys,1,14,0,0,0.6764705882,7,0.2173913043,4,4,0,0,1,0,34,35,42,34,74.76470588,67.91176471,107.4,97.6,41.44117647,40.20588235,5.941176471,6.411764706,4.617647059,43.7,38.5,54.1,38.5,13.3,14.08823529,23.61111111,24.10606061,16.36263736,2008,St Mary's,10,0,0,0.78125,7,0.28,7,7,0,0,0,0,36,45,138,32,75.65625,63.65625,108.7,91.4,40.625,38.375,7.21875,5.40625,5.28125,45.8,36,55.3,39.1,14.6,21.90566038,23.53125,17.94152047,23.328125,1
2008,West Virginia,7,arizona,1,10,0,1,0.7027027027,7,0.3461538462,1,26,1,0,13,0,27,16,45,37,74.83783784,63.56756757,111.2,94.5,39.62162162,37.91891892,6.945945946,5.567567568,5.081081081,45.3,35.5,54.4,36,15.4,7.141414141,18.91428571,25.56842105,23.18918919,2008,Arizona,10,1,1,0.5588235294,3,0.3684210526,25,35,4,1,46,0,38,36,2,34,71.85294118,66.94117647,109.2,101.7,33.67647059,35.41176471,5.558823529,5.117647059,3.529411765,47.8,39,58,40.5,15.5,20.94736842,31.51578947,6.548387097,19.4953271,1
2008,BYU,8,texasm a and m,0,-5,1,0,0.7714285714,8,0.3333333333,3,3,0,0,0,0,25,38,97,35,73.71428571,63.22857143,105.4,90.4,42.14285714,37.77142857,5.914285714,6.8,3.857142857,46,37.3,55.6,37.4,16.8,13.01626016,15.91139241,23.68888889,23.94117647,2008,Texas A&M,9,1,1,0.6944444444,4,0.2,1,10,0,0,0,0,41,18,52,36,70.77777778,61.55555556,107.8,93.8,42.55555556,35.63888889,4.388888889,5.611111111,4.027777778,46.7,35.9,54.5,42.1,13.5,9.198347107,20.14482759,21.36,22.03960396,1
2008,Indiana,8,arkansas,0,-14,1,1,0.7575757576,6,0.32,2,25,1,0,5,0,23,25,59,33,75.03030303,65.33333333,110.4,96.2,40.60606061,34.51515152,7.060606061,6.121212121,3.787878788,46.3,34.9,56.9,41.8,13.2,21.92391304,31.44827586,17.44210526,21.1010101,2008,Arkansas,9,1,1,0.6571428571,5,0.2173913043,1,6,0,0,0,0,31,33,25,35,74.08571429,68.34285714,106.4,98.2,39.08571429,35.14285714,6.885714286,6.685714286,5.2,46.8,34.1,54.9,37.8,14.4,4.978723404,20.34782609,0,21.92610837,1
2008,Mississippi St,8,oregon,1,7,0,0,0.6764705882,7,0.347826087,10,10,0,0,5,0,40,31,58,34,73.20588235,65.52941176,104.9,93.9,43.94117647,41.32352941,5.852941176,6.617647059,7.852941176,46,33.4,54.6,38.9,13.2,8.34965035,29.87850467,22.29850746,23.02325581,2008,Oregon,9,1,0,0.5625,5,0.2777777778,11,17,0,0,5,0,58,46,37,32,76.5625,72.53125,112.4,106.5,37.46875,34.65625,4.625,5.78125,2.53125,48,39.2,58.3,36.6,14.8,13.72857143,29.39655172,11.44680851,26.59349593,1
2008,UNLV,8,kent st,1,13,1,0,0.7714285714,8,0.2222222222,4,22,1,0,5,1,24,42,63,35,69.71428571,62.31428571,105.2,94,37.51428571,39.91428571,7.942857143,4.685714286,3.028571429,42.2,33.2,52.8,32.6,14.6,9.243902439,14.10588235,24.58955224,28.42647059,2008,Kent St,9,0,1,0.8,9,0.2857142857,6,6,0,0,0,1,22,51,111,35,68.91428571,61.85714286,105,94.3,36.62857143,35.31428571,8.571428571,7.142857143,3.828571429,46.4,36.7,55.7,41.1,13.9,0,18.07272727,19.43708609,30.02857143,1
2009,Louisville,1,morehead st,1,20,1,1,0.8378378378,10,0.2580645161,8,23,5,1,16,1,4,4,11,37,74.27027027,61.81081081,107.6,89.6,40.2972973,37.45945946,9.054054054,6.648648649,6.027027027,45.7,36.9,54.6,31.4,16.9,13.04032258,11.83333333,21.00714286,21.95789474,2009,Morehead St,16,0,0,0.5555555556,6,0.35,3,3,0,0,0,1,137,172,191,36,69.75,66.97222222,103.5,99.4,42.05555556,33.72222222,6.638888889,6.833333333,3.861111111,43.7,33.3,53,41.6,12.9,9.848837209,21.47107438,22.49122807,34.5,1
2009,Pittsburgh,1,east tennesse st,1,10,1,1,0.8611111111,8,0.2903225806,6,6,0,0,2,0,2,3,8,36,77.41666667,64.44444444,115.8,96.4,42.69444444,34.02777778,6.833333333,5.361111111,3.833333333,47.9,35.2,55.5,32.8,17.6,8.864864865,15.43801653,19.40625,27.39864865,2009,E Tennessee St,16,0,0,0.6764705882,6,0.4347826087,6,13,0,0,0,1,119,123,264,34,78.14705882,70.08823529,106.2,95.2,41.23529412,39.91176471,8.441176471,6.735294118,3.852941176,46.2,33.1,54.7,39.6,12.6,14.78225806,15.02083333,34.94117647,30.78217822,1
2009,Uconn,1,chattanooga,1,56,1,0,0.8611111111,7,0.3548387097,23,37,2,2,28,0,7,2,28,36,78.30555556,64.25,111.8,91.7,45.91666667,39,5.805555556,6.666666667,7.777777778,47.4,34.1,54.9,46.4,15.8,25.19444444,4.14893617,23.91935484,24.86466165,2009,Chattanooga,16,0,0,0.5142857143,7,0.2777777778,5,5,0,0,0,1,175,218,178,35,75.91428571,76.77142857,103.9,105.1,42.88571429,39.37142857,6.228571429,7.914285714,2.257142857,43.8,35.2,54.3,46.7,13.6,8.568627451,6,24.25714286,25.90769231,1
2009,UNC,1,radford,1,43,1,1,0.8947368421,8,0.3529411765,6,21,6,1,22,0,3,1,19,38,89.81578947,71.97368421,118.3,94.8,45.10526316,39.05263158,8.552631579,7,5.157894737,48,38.7,57.3,39.2,18,10.86440678,11.2,24.02985075,15.42021277,2009,Radford,16,0,0,0.6363636364,9,0.4285714286,2,2,0,0,0,1,132,169,221,33,75.48484848,71.87878788,102.6,97.7,45,39.03030303,6.818181818,8.393939394,4.666666667,46.1,35.2,53.9,43,14.1,5.677419355,22.39130435,26.84246575,22.98913043,1
2009,Duke,2,binghamton,1,24,1,1,0.8108108108,8,0.2333333333,29,34,10,3,40,1,1,6,1,37,77.48648649,65.91891892,111.3,94.7,39.10810811,37.10810811,8.405405405,5.702702703,3.945945946,44.4,34.9,54.8,41.4,13.3,10.97183099,25.82666667,21.08284024,15.91666667,2009,Binghamton,15,0,0,0.71875,10,0.3913043478,2,2,0,0,0,1,88,151,242,32,69.96875,67.375,102.5,98.7,37.75,39.75,7.09375,6.25,4.1875,44.1,33.4,53,41.6,12,9.361111111,12.15909091,28.6635514,20.89873418,1
2009,Memphis,2,cal st northridge,1,11,1,1,0.8918918919,10,0.303030303,9,21,2,0,9,1,5,9,46,37,75.10810811,58.81081081,109.4,85.7,42.37837838,36.62162162,8.864864865,5.864864865,6,45,32.6,53.7,39.9,14.2,16.07,14.58536585,19.12328767,26.97777778,2009,CS Northridge,15,0,0,0.5483870968,7,0.2941176471,13,13,0,0,0,1,135,118,188,31,73.61290323,70.25806452,101.9,97.3,40.70967742,36.48387097,8.903225806,7.838709677,2.677419355,45.4,35.3,54.4,33.8,13.9,6.580645161,3.777777778,14.77202073,25.288,1
2009,Michigan St,2,robert morris,1,15,1,1,0.8157894737,8,0.3548387097,14,14,4,1,10,0,8,5,6,38,72.02631579,63.68421053,107.8,95.3,42.21052632,33.52631579,6.526315789,6.026315789,2.815789474,45.1,35.4,53.6,41.1,16.1,11.05714286,20.2173913,13.54098361,17.7810219,2009,Robert Morris,15,0,0,0.6857142857,8,0.4166666667,2,2,0,0,0,1,109,140,257,35,70.48571429,65.37142857,104.5,96.9,36.14285714,35.62857143,8.6,6.657142857,3.457142857,47.3,39.4,56.5,36.7,15.3,0,15.49152542,21.75151515,24.02857143,1
2009,Oklahoma,2,morgan st,1,28,1,0,0.8333333333,6,0.3,3,7,0,0,0,0,6,8,24,36,78.69444444,67.5,113.7,97.6,41.63888889,36.91666667,6.916666667,6.527777778,4.333333333,49.2,35.1,58.1,46.6,14.4,19.65625,20.84126984,15.6,24.03773585,2009,Morgan St,15,0,0,0.6571428571,9,0.5217391304,3,17,0,0,3,1,133,154,293,35,66.65714286,62.34285714,100.3,93.8,41.94285714,38.94285714,6.628571429,6.571428571,3.142857143,41.9,33.7,49.3,33,11.2,13.02727273,13.24,14.29007634,32.07619048,1
2009,Kansas,3,north dakota st,1,10,1,1,0.7714285714,7,0.2222222222,6,16,1,1,11,0,10,11,20,35,76.4,65.42857143,109.8,94,42.17142857,34.97142857,6.742857143,9.085714286,4.428571429,47.8,37.1,56.9,39.5,15.9,19.32727273,13.875,25.7032967,6.666666667,2009,North Dakota St,14,0,0,0.7878787879,9,0.3846153846,2,2,0,0,0,1,86,80,294,33,80.57575758,69.06060606,116.4,99.8,38.33333333,34.45454545,7,6.121212121,3.272727273,48.7,41.2,58.3,37.4,14.8,10.59375,18.15625,11.46788991,27.59722222,1
2009,Missouri,3,cornell,1,19,0,0,0.8157894737,8,0.1935483871,3,7,0,0,0,1,13,7,50,38,81.47368421,67.65789474,112.1,93.1,39.31578947,40.23684211,10.21052632,6.210526316,3.684210526,47.2,35.2,55.4,36.6,18.2,11.77300613,9.421052632,19.92,21.14179104,2009,Cornell,14,1,0,0.6774193548,7,0.2857142857,9,9,0,0,0,1,116,117,287,31,73.58064516,64.74193548,109.6,96.4,39.38709677,35.35483871,6.548387097,6.064516129,3.870967742,47.3,41.1,57.2,31.4,15.5,19.51162791,13.75757576,19.32748538,14.25,1
2009,Syracuse,3,stephen austin,1,15,0,0,0.7368421053,8,0.2142857143,33,33,3,1,31,0,11,13,7,38,80.15789474,71.71052632,109.3,97.7,43.44736842,40.42105263,7.789473684,8.210526316,5.105263158,48.7,34.5,56.5,38.8,18.1,9.745762712,25.95454545,29.90540541,9.129032258,2009,S.F. Austin,14,0,0,0.75,9,0.2916666667,9,18,0,0,0,1,75,101,236,32,65.59375,56.09375,99.1,84.7,38.65625,37.96875,6.25,5.5625,3.125,43.8,31.6,51.2,30,13.2,8.206896552,17.2244898,16.36521739,25.77165354,1
2009,Villanova,3,american,1,13,1,1,0.7894736842,7,0.3,8,15,0,0,3,0,12,10,31,38,76.81578947,67.36842105,109.6,96.1,41.78947368,37.36842105,7.894736842,6.289473684,3.368421053,45.1,35.2,55.5,41.9,14.5,0,21.63716814,16.77922078,23.42771084,2009,American,14,1,0,0.75,10,0.4583333333,9,17,0,0,3,1,73,106,244,32,64.53125,59.09375,103.8,95.1,35.46875,33.75,5.5,6.09375,2.46875,46.5,37.4,55.6,31.8,13.2,6.421052632,11.29333333,0,25.92574257,1
2009,Gonzaga,4,akron,1,13,1,1,0.8235294118,9,0.4285714286,10,10,0,0,4,1,28,12,88,34,78.94117647,63,113.9,90.9,40.76470588,37.91176471,7.235294118,5.323529412,5.117647059,48.8,39,58,35.1,15.1,12.84615385,26.67647059,21.4137931,20.32716049,2009,Akron,13,0,0,0.6388888889,7,0.4782608696,5,25,0,0,0,1,96,104,176,36,66.75,60.30555556,101.3,91.5,37.47222222,37.58333333,7.5,7.388888889,2.222222222,41.8,33.2,52.2,35.8,12.4,14.64705882,19.2037037,22.79268293,22.06944444,1
2009,Wake Forest,4,cleveland st,0,-15,0,0,0.7741935484,7,0.375,2,9,0,0,0,0,16,21,56,31,80.96774194,70.74193548,107.7,94.1,43.58064516,37.77419355,8.322580645,7.709677419,5.677419355,49,32,56.3,43.5,13.1,16.75,23.10752688,19.97520661,6.830188679,2009,Cleveland St,13,0,0,0.7027027027,8,0.3846153846,3,13,0,0,1,1,51,64,110,37,66.35135135,59.54054054,102.4,91.9,37.32432432,37.40540541,8.648648649,5.972972973,3.189189189,43.2,41.1,51.4,35.7,13.8,9.85,27.33333333,0,23.68181818,1
2009,Washington,4,mississippi st,1,13,0,0,0.7428571429,8,0.2307692308,7,13,0,0,5,0,15,16,21,35,78.57142857,69.45714286,107.8,95.3,44.54285714,36.11428571,7.4,6.8,2.742857143,45.7,33.7,53.4,43.5,13.1,17.96610169,17.59803922,21.11764706,24.24137931,2009,Mississippi St,13,1,0,0.6388888889,7,0.3913043478,11,11,0,0,5,1,56,72,50,36,74.36111111,68.86111111,104.2,96.5,41.41666667,44.08333333,6.944444444,6.833333333,7.444444444,43.3,36.1,54.4,41.2,12.4,16.33913043,17.13068182,28.26582278,6,1
2009,Xavier,4,portland st,1,18,1,1,0.7714285714,5,0.2962962963,5,5,0,0,0,0,18,19,45,35,71.65714286,61.85714286,106.7,92.1,42.68571429,33.88571429,5.285714286,6.885714286,5.085714286,45.9,39.4,55.7,46.1,13.3,15.18018018,15.21782178,25.61428571,28.74285714,2009,Portland St,13,1,0,0.696969697,8,0.347826087,4,25,0,0,0,1,108,107,261,33,73.36363636,68.54545455,108.8,101.6,37.12121212,37.27272727,7.424242424,6.848484848,2.818181818,45.4,38,55.9,29.3,15.2,9,22.11363636,21.20121951,24.3373494,1
2009,Florida St,5,wisconsin,0,-2,0,0,0.7142857143,6,0.4,7,21,0,0,7,0,14,30,16,35,68.34285714,64.88571429,100,94.9,38.82857143,38.97142857,8.114285714,7,5.771428571,43.5,34.2,53.5,39.2,12.1,17.01149425,22.2295082,18.61111111,25.17073171,2009,Wisconsin,12,1,1,0.6060606061,7,0.25,8,25,0,0,2,0,49,29,29,33,63.81818182,59.03030303,106.3,98.3,33.48484848,30.72727273,4.939393939,4.333333333,2.606060606,43.6,36,53.6,34.6,11.9,9.415384615,14.52991453,32.68181818,22.53535354,1
2009,Illinois,5,western kentucky,0,-4,0,1,0.7058823529,6,0.2916666667,6,11,1,0,1,0,25,23,26,34,64.82352941,57.17647059,102,90,36.41176471,36.20588235,5.852941176,5.764705882,3.588235294,46.1,35,53.4,22.5,17.5,0,19.04615385,7.672131148,26.94949495,2009,W Kentucky,12,1,0,0.7352941176,9,0.32,1,1,0,0,0,1,45,82,129,34,72.17647059,67,108.5,100.7,39.05882353,35.5,5.676470588,6.235294118,3.264705882,45.2,37.3,54.9,33.5,13.4,11.125,21.7254902,25.01818182,16.13402062,1
2009,Purdue,5,northern iowa,1,5,1,1,0.7297297297,7,0.2222222222,4,5,0,0,1,1,21,14,26,37,69.05405405,59.78378378,103.9,90,37.16216216,38.75675676,7.189189189,5.297297297,4.756756757,44.1,34.7,53.3,33.2,14.9,5.277777778,28.26760563,23.18604651,11.93043478,2009,N Iowa,12,0,0,0.6764705882,6,0.347826087,3,3,0,0,0,1,65,85,95,34,67.35294118,63.47058824,107.3,101.1,36.41176471,32.85294118,4.294117647,4.970588235,2.441176471,45.3,34.6,56.3,42.4,12.2,26.04878049,24.03061224,19.64189189,18.23529412,1
2009,Utah,5,arizona,0,-13,0,0,0.7058823529,8,0.25,2,2,0,0,0,1,9,37,22,34,71.20588235,64.55882353,107.8,97.8,37.41176471,33.20588235,5.029411765,6.970588235,4.882352941,47.4,36.9,58.9,40.1,13.5,6.085106383,21.39215686,20.26984127,29.56338028,2009,Arizona,12,1,1,0.6,5,0.09523809524,1,1,0,0,0,0,59,38,33,35,72.25714286,69.17142857,111,106.2,36.62857143,33.91428571,6.2,5.542857143,2.971428571,47.4,38.7,56.7,37.5,14.3,14.27058824,19.63333333,32.35766423,5.289473684,1
2009,Arizona St,6,temple,1,9,0,0,0.7142857143,6,0.04,3,16,0,0,2,0,33,17,37,35,69.37142857,60.48571429,112.9,98.4,33.17142857,32.25714286,5.742857143,5.857142857,2.057142857,48,37,59.7,38.7,15.5,3.9,28.07638889,18.4,32.54285714,2009,Temple,11,1,0,0.6470588235,8,0.5,3,20,0,0,1,1,30,55,39,34,68.61764706,63.47058824,105.1,97.2,39.70588235,37.41176471,5.558823529,6.5,4.147058824,44.3,36.7,53.8,28.7,15.5,13.56060606,23.58333333,23.95384615,29.40816327,1
2009,Marquette,6,utah st,1,1,1,1,0.7142857143,4,0.28,1,2,0,0,0,0,34,20,44,35,78.25714286,69.48571429,112.2,99.6,38.02857143,35.68571429,7.857142857,5.857142857,2.857142857,45.2,34.7,55.7,45.4,15,6.666666667,13.1025641,19.60606061,29.86567164,2009,Utah St,11,0,0,0.8571428571,7,0.3666666667,11,23,0,0,1,1,23,50,136,35,72.4,61.97142857,116.7,99.9,36.85714286,29.8,4.8,5.6,2.514285714,49.6,39.4,59.1,38.3,16.2,9.413333333,23.95238095,21.5443038,32.05714286,1
2009,UCLA,6,virginia commonwealth,1,1,1,1,0.7428571429,6,0.2692307692,6,15,3,0,8,0,35,15,57,35,75.48571429,64.02857143,114.3,96.9,35.8,32.6,8.342857143,5.257142857,3.142857143,49,39.9,58.3,31.2,15.5,12.51515152,1.833333333,17.36363636,27.13392857,2009,VCU,11,0,1,0.7058823529,8,0.2916666667,3,3,0,0,0,1,55,68,121,34,71.76470588,63.41176471,107.5,95,37.23529412,38.29411765,7.558823529,5.588235294,4.558823529,46.1,36.9,55.3,36.7,13.8,18.05263158,21.9261745,18.7037037,35.47058824,1
2009,West Virginia,6,dayton,0,-8,1,0,0.6571428571,7,0.3913043478,2,27,1,0,14,0,20,18,10,35,72.02857143,61.8,109.1,93.6,42,36.17142857,6.657142857,6.171428571,4.542857143,42.9,32.9,52.1,35.9,15.1,22.78861789,9.823529412,21.74468085,35.63636364,2009,Dayton,11,0,0,0.7714285714,5,0.2222222222,6,6,0,0,0,0,32,57,94,35,66.82857143,61.42857143,100.9,92.8,41.14285714,36.48571429,6.485714286,4.885714286,3.542857143,42.1,32.8,50.2,38.2,13.9,12.31958763,15.66666667,20.02873563,24.08823529,1
2009,Boston College,7,southern california,0,-17,0,1,0.6470588235,5,0.2272727273,12,21,0,0,4,0,57,61,58,34,74.35294118,70.5,109.1,103.4,40.26470588,37.17647059,6.117647059,6.852941176,4.323529412,44.3,25.8,53.8,36.6,14.8,15.56666667,21.92079208,13.82142857,33.36363636,2009,USC,10,1,1,0.6285714286,6,0.2727272727,4,15,0,0,7,1,36,26,17,35,68.48571429,63.54285714,104.4,96.9,38.91428571,33.34285714,6.4,6.457142857,4.714285714,47.3,32.6,54.2,42.2,12.5,18.58333333,10.24137931,35.69902913,16.10416667,1
2009,California,7,maryland,0,-13,0,0,0.6666666667,6,0.2727272727,1,31,1,0,15,0,39,32,39,33,74.90909091,68.81818182,111.3,102.3,36.42424242,34.18181818,4.818181818,5.060606061,2,48.3,42.7,57.5,34.3,15.4,10.37272727,17,25.14948454,0,2009,Maryland,10,0,1,0.6,5,0.1904761905,20,31,2,1,25,0,53,46,18,35,71.77142857,69.11428571,103.2,99.4,40.68571429,41.4,7.657142857,5.742857143,4.142857143,42.4,33.3,50.9,28,14.6,13.9,14.68027211,30.96190476,23.77142857,1
2009,Clemson,7,michigan,0,-3,1,0,0.71875,4,0.4347826087,6,21,0,0,0,0,29,25,41,32,78.34375,68.03125,111.3,96.6,39.875,39.09375,9.3125,7.59375,5.84375,46.3,37.4,55.3,31.5,14.9,11.35955056,20.01869159,22.2254902,25.76923077,2009,Michigan,10,0,0,0.6,5,0.2380952381,2,27,0,0,0,0,42,34,12,35,66.88571429,63.22857143,105,99.3,33.88571429,37.62857143,6.371428571,5.114285714,2.628571429,42.5,33.4,54,28.5,15.5,20.88888889,21.80434783,21.42857143,13.38,1
2009,Texas,7,minnesota,1,14,1,1,0.6571428571,6,0.2608695652,11,22,1,0,15,0,41,22,35,35,72.34285714,65.6,106.5,96.6,41.88571429,37.77142857,6.2,6.228571429,5.342857143,44.4,32.8,51.9,38.6,12.8,15.125,15.14634146,23.23529412,28.08695652,2009,Minnesota,10,0,0,0.6666666667,4,0.1818181818,2,18,1,1,9,0,38,36,36,33,66.33333333,61.57575758,102.7,95.3,38.21212121,36.54545455,8.303030303,7.515151515,6.090909091,44.1,32.7,53.1,34.5,14.1,18.41836735,21.78494624,17.26515152,10.09803922,1
2009,BYU,8,texas a and m,0,-13,1,1,0.7575757576,8,0.4,4,4,0,0,1,0,31,31,66,33,77.09090909,65.15151515,111.2,94,39.45454545,35.09090909,7.303030303,5.212121212,3.606060606,48.4,38.1,57.9,35.6,16.3,9.40625,30.78787879,24.25252525,19.84285714,2009,Texas A&M,9,1,1,0.7058823529,6,0.25,2,11,0,0,1,0,44,40,60,34,71.76470588,67.08823529,108.2,101.1,39.76470588,35.47058824,4.823529412,5.735294118,3.911764706,44.9,36.1,54.5,46.8,12.6,13.1884058,12.71287129,26.13868613,27.60526316,1
2009,LSU,8,butler,1,4,0,0,0.7714285714,7,0.2222222222,1,10,0,0,3,0,37,35,82,35,74.77142857,66.17142857,109.1,96.6,41.71428571,37.42857143,7.628571429,6.114285714,6.057142857,44.8,37.2,53.5,35.4,15.1,6.903225806,31.21212121,20.44776119,23.71597633,2009,Butler,9,1,1,0.8125,7,0.4230769231,2,2,0,0,0,0,22,43,86,32,67.75,57.9375,107.5,92,37.09375,33.71875,6.03125,5.84375,3.1875,43.8,35.2,55.9,43,13,25.1015625,16.25641026,16.90789474,0,1
2009,Ohio St,8,siena,0,-2,0,1,0.6666666667,5,0.3181818182,5,9,1,0,7,0,24,28,23,33,66.84848485,62,105.9,98.2,33.54545455,35.57575758,5.878787879,5.787878788,5.303030303,48.1,37.5,57.7,38.3,13.3,19.1122449,31.32,16.53465347,0,2009,Siena,9,1,0,0.7714285714,8,0.3333333333,4,13,0,0,0,1,19,53,65,35,77.4,70.34285714,106.7,97,39.8,40.34285714,8.828571429,6.657142857,4.542857143,46.7,33,53.7,35.7,15.3,9.067567568,18.85714286,32.83809524,19.6,1
2009,Oklahoma St,8,tennessee,1,2,0,0,0.6571428571,8,0.2608695652,1,12,0,0,1,0,17,24,5,35,80.85714286,74.51428571,111.5,102.8,37.31428571,38.77142857,7.6,5.371428571,2.342857143,46,38.4,57.9,39.4,12.7,23.19512195,17.41605839,30.08571429,24.66666667,2009,Tennessee,9,1,1,0.6176470588,6,0.3333333333,4,17,0,0,0,0,26,44,3,34,78.38235294,72.5,109.5,101.3,41.55882353,36.97058824,6.617647059,6,3.647058824,45.5,31.5,53.9,36.7,16.3,14.59398496,11.21052632,24.58139535,1.7,1
2010,Duke,1,arkansas pine bluff,1,29,1,1,0.875,9,0.1428571429,30,35,10,3,41,0,3,1,8,40,76.975,60.975,115.8,91.8,38.9,32.875,6.6,5.25,4.075,44.2,38.5,55,37.9,13.9,11.06542056,15.54347826,28.45454545,23.29078014,2010,Arkansas-Pine Bluff,16,0,0,0.5294117647,9,0.3333333333,2,2,0,0,0,1,181,221,275,34,63.70588235,64.32352941,93.2,94.1,37.82352941,31.94117647,6.735294118,7.676470588,3.558823529,40.8,30.3,49.5,48.4,12.4,6.25,18.64285714,7.247058824,22.64840183,1
2010,Kansas,1,lehigh,1,16,1,1,0.9166666667,9,0.2727272727,7,17,1,1,11,0,1,2,5,36,81.58333333,64.22222222,116.8,92,40.47222222,33.63888889,8.361111111,6.5,6.444444444,48.9,40.4,58.2,41.3,16.9,12.45833333,20.24786325,17.04651163,32.97222222,2010,Lehigh,16,0,0,0.6666666667,8,0.3181818182,3,3,0,0,0,1,151,197,300,33,75.09090909,70.63636364,106.5,100.2,36.39393939,35.12121212,6.151515152,6.636363636,2.575757576,45.4,39.9,55.5,43.1,15,21.70754717,7.654545455,11.03603604,22.90677966,1
2010,Kentucky,1,east tennessee st,1,29,0,1,0.9210526316,9,0.2285714286,1,22,2,0,11,0,2,3,31,38,79.26315789,64.94736842,112.1,91.9,41.68421053,33.55263158,7.342105263,6.868421053,7.131578947,47.8,33.1,56,43.6,15.1,23.22754491,17.20588235,22.38333333,8.11627907,2010,E Tennessee St,16,1,0,0.5714285714,8,0.45,7,14,0,0,0,1,122,156,169,35,69.25714286,67.48571429,99.5,97,36.48571429,35.71428571,8.371428571,7.342857143,3.2,43.2,30.8,51.2,41.2,10.9,12.99137931,17.55789474,26.44915254,20.27777778,1
2010,Syracuse,1,vermont,1,23,1,0,0.8571428571,7,0.3666666667,34,34,3,1,32,0,5,4,11,35,80.91428571,66.4,114,93.6,38.2,33.94285714,9.6,8.457142857,6.314285714,51.6,39.1,59.6,36.9,19.2,12.76595745,20.12359551,30.62857143,27.8358209,2010,Vermont,16,0,0,0.7142857143,9,0.48,5,17,0,0,0,1,118,139,306,35,70.2,64.77142857,103.6,95.6,36.88571429,34.05714286,6.828571429,6.942857143,4.028571429,43.8,31.7,52.8,49.5,12.1,9.736842105,17.85185185,19.84761905,29.16190476,1
2010,Kansas St,2,north texas,1,20,0,1,0.7837837838,7,0.275862069,3,3,0,0,2,0,6,6,2,37,79.7027027,69.83783784,110.5,96.9,38.83783784,34.51351351,7.405405405,6.918918919,5.054054054,45,36,54.5,50.3,14.6,10.54666667,16.65517241,26.97297297,20.03061224,2010,N Texas,15,0,0,0.7272727273,10,0.4166666667,9,10,0,0,0,1,104,157,270,33,73.84848485,69.78787879,105.7,99.9,36.96969697,33.15151515,4.363636364,7.212121212,2.848484848,45.7,33.3,55.8,52.7,11.9,8.823529412,2,23.48148148,19.53333333,1
2010,Ohio St,2,uc santa barbara,1,17,1,0,0.7837837838,9,0.2068965517,6,10,1,0,8,0,22,10,63,37,74.05405405,61.45945946,113,93.8,33.35135135,31.72972973,7.081081081,5.378378378,4.243243243,49.2,39,58.6,35.8,14.7,0,20.68571429,32.67586207,10.9137931,2010,UC-Santa Barbara,15,0,0,0.6666666667,9,0.3,12,22,0,0,0,1,95,133,194,30,67.6,65.73333333,99.4,96.7,32.8,35.03333333,6.733333333,7.166666667,3.066666667,44.3,37.7,54.7,45.9,13.8,9.926829268,23.80405405,12.20792079,16.57692308,1
2010,Villanova,2,robert morris,1,3,1,1,0.7575757576,4,0.36,9,16,1,0,4,0,12,18,22,33,81.81818182,72.84848485,112.9,100.5,38.51515152,33.87878788,7.848484848,6.575757576,4.03030303,45.8,37.3,56.9,43.9,13.6,12.97183099,19.03125,25.97959184,25.43076923,2010,Robert Morris,15,1,0,0.6571428571,7,0.4782608696,3,3,0,0,0,1,129,182,258,35,68.54285714,65.88571429,101.1,97.2,35.05714286,33.62857143,7.628571429,7.028571429,2.285714286,43.6,36.1,52.7,46,12.4,18.19411765,5.75,18.97142857,21.92567568,1
